job_title,company_name,location,work_type,experience_level,date_posted,year,month,month_name,country,job_category,job_skills
Data Analyst Part Time,Voxmediallc,"St-Jean-Sur-Richelieu, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Data Mining, Statistical Analysis, Data Visualization, Data Warehousing, Business Intelligence, Data Quality Management, Data Integrity, Data Manipulation, Data Preparation, Reporting, DataDriven Decision Making, Predictive Analytics, Machine Learning, A/B Testing, Data Collection, Data Cleansing, SQL, R, Python, Tableau, Power BI, ETL, Data Management, Data Governance, Communication, Collaboration, Teamwork, Problem Solving, Critical Thinking"
Customer Service Representative/Data Analyst/Data Entry Clerk,Newyorkuniversity,"Kirkland, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Advanced Statistical Techniques, Performance Metrics, Datadriven DecisionMaking, Optimization, A/B Testing, Data Quality, Data Management, ETL Processes, Tableau, Power BI, SQL, R, Python, Statistical Modeling, Hypothesis Testing"
Senior Data Analyst - Azure,CGI,"Edmonton, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Engineering, Data Migration, Data Quality Improvement, Data Visualization, Advanced Analytics, Predictive Modeling, Data Reporting, Data Integration, Cloud Computing, DevOps, Agile Development, Secure Software Development, Motor Vehicle Registry Data, SQL Server, DataFactory, Azure, Tableau, Power BI, Mathematics, Informatics, Statistics, Computer Science, Information Systems, Communication Skills, Problem Solving Skills, Teamwork, Bachelor's Degree"
COOP Buisness data analyst,Pratt & Whitney Canada,"Longueuil, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"MS Excel, MS PowerPoint, MS Word, Sharepoint, POWER BI, VISIO, CRM, SAP, Business Analytics, Analytics, Aerospace Engineering, Mechanical Engineering, Industrial Engineering, International Business, Information Systems, Business Technology Management, Marketing"
"Sr Analyst, Data Analytics (Retail Financing)",Fairstone Bank,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Data Mining, Data Analysis, Statistical Analysis, Business Intelligence, Reporting, Data Visualization, Data Manipulation, Data Warehousing, SQL, Python, SAS, R, Alteryx, Microsoft Excel, Pivot Tables, Power BI, Tableau, Quicksight, AWS AI Platforms, AWS AI Frameworks, AWS AI EC2 Instances, Predictive Modeling, Customer Lifetime Value, Customer Churn, Segmentation and Targeting, Marketing Mix Modeling, Attribution Modeling, Retail Financing"
Business Intelligence (BI) Developer,Advantage Group International,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,BI Analyst,"Business Intelligence, Data Visualization, Tableau, Power BI, Qlik, Looker, Data Analysis, Data Modeling, Data Warehousing, Data Marts, Data Governance, Data Integration, Data Security, SQL, JavaScript, Python, Java, R, Software Architecture, Database Design, Database Optimization, Software Development, Agile Methodology, Written Communication, Verbal Communication, Organizational Skills, Discipline, Creativity, Problem Solving, Teamwork, Time Management"
"Senior Technical Lead - Data Analytics, Big Data, Spark, Scala, Kafka, JCL",Zortech Solutions,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Analytics,"Technical Leadership, Data Analytics, Big Data, Spark, Scala, Kafka, JCL, Managing Senior Stakeholders, Risk Identification, Priority Management, Escalation Management, Process Improvement, Client Experience Improvement, EndtoEnd Development Lifecycle, Large Scale Implementation, Parallel Runs, Life Insurance Industry"
Business Intelligence Analyst,rennie,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Business Intelligence, Data Analytics, Data Warehousing, Data Visualization, Statistical Analysis, Data Modeling, SQL, Python, R, Microsoft Excel, Tableau, Power BI, BigQuery, Snowflake, GCP, AWS, Geospatial Data, GIS, QGIS, ArcGIS, Real Estate Market"
Business Analyst / Data Analyst Financial Accounting,LTI - Larsen & Toubro Infotech,"Mississauga, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Financial Accounting, Accounting Principles, Data Analysis, Data Reconciliation, Root Cause Analysis, Quality Assurance, Functional Specifications, Technical Requirements, Process Flows, Exception Identification, Excel, Tableau, PowerBI, UAT, Defect Resolution, Stakeholder Collaboration, Conflict Resolution, Business Objectives, Key Performance Indicators, Data Mapping, Data Transformation, Statistical Analysis, SQL, Analytical Skills, ProblemSolving Skills, Communication Skills, Presentation Skills, DetailOriented, Organizational Skills, Multitasking, Comprehensive Medical Plan, Health Care Spending Account, Short Term and LongTerm Disability Coverage, Life Insurance, Annual Vacation, Maternity Leave Top Up Pay, PerformanceBased Bonus, Sales Incentive Pay, Diversity and Inclusion, COVID19 Vaccination Mandate, Reasonable Accommodation"
Data Analyst Part Time,Voxmediallc,"Greater Sudbury, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Analysis, Data Visualization, Business Intelligence, Data Mining, Data Integration, Machine Learning, Data Warehousing, Database Management, Data Modeling, SQL, R, Python, Tableau, Power BI, A/B Testing, Hypothesis Testing, Natural Language Processing, Cloud Computing, Big Data"
Senior Data Analyst,Cenovus Energy,"Calgary, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"PowerBI, Spotfire, SQL, Python, R, VBA, Data visualization, Data wrangling, Data analysis, Data mining, Data warehousing, Metadata management, Data catalog, Data lake, Data virtualization, Digital solutions, Business analysis, Solution design thinking, Change management, Consulting, Analytics, Business performance, Performance measurement, Performance reporting, Performance benchmarking, Data management, Data governance, Data security, Data privacy, Data integration, Data architecture, Business intelligence, Data science, Machine learning, Artificial intelligence, Cloud computing, Big data, Digital transformation"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Dukeduchessinternational,"Courtenay, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Techniques, SQL, R, Python, Data Visualization, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Management, ETL, Data Integrity, Data Accuracy, Data Completeness, Data Collection, Data Cleansing, Data Manipulation"
"Senior Analyst, Clinical Analytics",Ontario Health | Santé Ontario,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"SAS, R, Python, Excel, Power BI, Data Visualization, Data Manipulation, Data Collection, Data Extraction, Statistical Analysis, Planning Tools, Performance Reports, Reporting Products, Outcome Indicators, Stakeholder Engagement, Presentation Skills, Communication Skills, Collaboration Skills, Team Player, ProblemSolving, Critical Thinking, Attention to Detail, Innovation, Continuous Improvement, ResultsOriented, Healthcare Sector Knowledge, Healthcare System Experience, Microsoft Office Suite"
"Associate Manager, Marketing Strategy & Analytics (Bangkok-based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Onsite,Associate,2024-01-13,2024,1,January,Canada,Analytics,"data analysis, data analytics, data mining, data science, data representation, data visualization, databases, business analysis, business intelligence (BI), machine learning, statistics, python, SQL, R, Tableau, Microsoft Power BI, Java, Microsoft SQL Server, analytical skills"
"Manager, Digital Analytics",CIBC,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-17,2024,1,January,Canada,Analytics,"Adobe Analytics, Google Analytics, SQL, Alteryx, KPI, Data integration, Data analysis, Problem solving, Digital marketing, Wealth management, Customer service, Communication, Teamwork, Collaboration, Strategic thinking, Data driven approach, Analytical analysis, Analytical thinking, Detailoriented, Process improvements, Relationship management, Financial industry experience, Digital savvy"
Customer Service Representative/Data Analyst/Data Entry Clerk,Drmartens,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Techniques, Data Mining, Business Intelligence, Reporting, Data Visualization, SQL, R, Python, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Management, ETL Processes"
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Louisvuitton,"Gatineau, Quebec, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Statistical Techniques, Data Visualization, Machine Learning, A/B Testing, Data Quality Assurance, Data Management, ETL Processes, SQL, R, Python, Tableau, Power BI, Hypothesis Testing, DataDriven Decision Making, Communication Skills, ProblemSolving Skills, Teamwork"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Majorleaguebaseball,"Prince Albert, Saskatchewan, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Data Visualization, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Management, ETL Processes, SQL, R, Python, Tableau, Power BI, Business Intelligence, Data Mining, Advanced Analytics, Predictive Analytics, Machine Learning, Artificial Intelligence, Big Data, Cloud Computing, Data Warehousing, Data Governance, Data Security"
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Guelph, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data analysis, Statistical techniques, Business intelligence, Datadriven decisionmaking, Data modeling, Optimization techniques, Data quality management, Data cleansing, Data manipulation, Data visualization, Data storage, A/B testing, Hypothesis testing, SQL, R, Python, Tableau, Power BI, ETL"
Senior Global Data Analyst,McCain Foods,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Power BI, SQL, Python, R, SAS, Data literacy, Data engineering, Project management, Data discovery, Data modeling, Analytics development, Visualization, User testing, Feedback iteration, Systems design, Change management, Communication, Leadership, Requirements analysis, Endtoend analytics development, Statistical modeling, Machine learning, Business intelligence, Data visualization, Data warehousing, Data governance, Data quality"
Senior Data Analytics Professional with Denodo Expertise,SDK Tek Services Ltd.,"Calgary, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Data Analytics, Denodo, Microsoft Azure, Databricks, Data Migration, Data Integration, Data Virtualization, SQL, Databases, Data Warehousing, Data Modeling, Distributed Computing, Data Quality, Data Integrity, Data Visualization, Power BI, Tableau, Python, R, Power Apps, Power Automate, Azure Data Lake, Azure Synapse Analytics"
Part-Time Lecturer - Analytics (Vancouver),Northeastern University,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Data visualization, Machine learning, Forecasting, Predictive analytics, Data preparation, Data analysis, Data exploration, Regression, Artificial intelligence, Optimization, Statistics, Probability, Experiential network, Data story telling, Masters degree, PhD, Teaching experience"
Business Intelligence Analyst,BURNCO LLC,"Calgary, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Business Intelligence, Data Analyst, Python, DAX, SQL, Power BI, Stakeholder Engagement, Agile, Communication, Documentation, ERP, Snowflake, Oracle, Apex, Onbase, Command, Dimensional Data Modeling, Statistical Analysis, KPI, Bachelor's Degree, Computer Science, Information Technology, Economics, Statistics"
Business Intelligence Analyst- International organization,Nigel Frank International,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Business Intelligence, Data Warehousing, Communication Skills, French Language, Project Management, BI Strategy, Hybrid Role"
Business Intelligence Analyst,LEDUConseils,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Programming, MS SQL, SQL Server Reporting Services (SSRS), Systems Analysis, Business Requirements, User Interface Design, Software Development, Data Analysis, Reporting, Deployment, Optimization, Teamwork, Communication, Financial Systems (Accounting Investments Transactions Performance), Finance Industry Experience (Preferred), Bachelor's Degree in Computer Science"
Senior Data Analyst,Apex Systems,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"SQL, Data Analysis, SQL, Databases, Query Optimization, Data Visualization, SQL, Tableau, Data Collection, Data Integration, Data Architecture, Data Mapping, ETL, Python, NumPy, Pandas, Google APIs, Authentication, File Handling, Data Manipulation, Snowflake, Cassandra, Vertica, Tableau, Python"
